Produto;Quantidade (L.);Year;Category
Outros produtos;7.406.812;2022;Comercializacao
Polpa de uva;1.058.011;2022;Comercializacao
Preparado líquido para refresco;19.711;2022;Comercializacao
Refrigerante +50% suco;265.026;2022;Comercializacao
Sangria;95.605;2022;Comercializacao
Vinagre balsamico;296.664;2022;Comercializacao
Vinagre duplo;987.142;2022;Comercializacao
Vinagre simples;5.309.881;2022;Comercializacao
Vinho acetificado;1.052.563;2022;Comercializacao
Vinho base para espumantes;-;2022;Comercializacao
Vinho composto;32.000;2022;Comercializacao
Vinho licoroso;385.006;2022;Comercializacao
Vinho leve;27;2022;Comercializacao
Vinho gaseificado;14.947;2022;Comercializacao
Total;464.352.488;2022;Comercializacao
VINHO DE MESA;187.016.848;2023;Comercializacao
Tinto;165.097.539;2023;Comercializacao
Rosado;2.520.748;2023;Comercializacao
Branco;19.398.561;2023;Comercializacao
VINHO FINO DE MESA;18.589.310;2023;Comercializacao
Tinto;12.450.606;2023;Comercializacao
Rosado;1.214.583;2023;Comercializacao
Branco;4.924.121;2023;Comercializacao
VINHO FRIZANTE;2.843.600;2023;Comercializacao
VINHO ORGÂNICO;9.123;2023;Comercializacao
VINHO ESPECIAL;-;2023;Comercializacao
Tinto;-;2023;Comercializacao
Rosado;-;2023;Comercializacao
Branco;-;2023;Comercializacao
ESPUMANTES;29.381.635;2023;Comercializacao
Espumante  Moscatel;9.771.698;2023;Comercializacao
Espumante;19.609.379;2023;Comercializacao
Espumante Orgânico;558;2023;Comercializacao
SUCO DE UVAS;166.708.720;2023;Comercializacao
Suco Natural Integral;129.419.407;2023;Comercializacao
Suco Adoçado;128.599;2023;Comercializacao
Suco Reprocessado/reconstituido;34.402.925;2023;Comercializacao
Suco Orgânico;932.154;2023;Comercializacao
Outros sucos de uvas;1.825.635;2023;Comercializacao
SUCO DE UVAS CONCENTRADO;37.852.507;2023;Comercializacao
OUTROS PRODUTOS COMERCIALIZADOS;29.889.342;2023;Comercializacao
Outros vinhos (sem informação detalhada);8.152;2023;Comercializacao
Agrin (fermentado, acetico misto);-;2023;Comercializacao
Aguardente de vinho 50°gl;111;2023;Comercializacao
Alcool vinico;-;2023;Comercializacao
Bagaceira (graspa);-;2023;Comercializacao
Base champenoise champanha;66.290;2023;Comercializacao
Base charmat champanha;184.040;2023;Comercializacao
Base espumante moscatel;722.984;2023;Comercializacao
Bebida de uva;16.780;2023;Comercializacao
Borra líquida;72.600;2023;Comercializacao
Borra seca;53.220;2023;Comercializacao
Brandy (conhaque);4.506;2023;Comercializacao
Cooler;4.321.881;2023;Comercializacao
Coquetel com vinho;397.156;2023;Comercializacao
Destilado de vinho;245;2023;Comercializacao
Filtrado doce;2.366.601;2023;Comercializacao
Jeropiga;346;2023;Comercializacao
Mistelas;1.668;2023;Comercializacao
Mosto concentrado;-;2023;Comercializacao
Mosto de uva;359.626;2023;Comercializacao
Mosto sulfitado;-;2023;Comercializacao
Nectar de uva;3.604.413;2023;Comercializacao
Outros produtos;7.459.271;2023;Comercializacao
Polpa de uva;1.331.651;2023;Comercializacao
Preparado líquido para refresco;17.178;2023;Comercializacao
Refrigerante +50% suco;501.876;2023;Comercializacao
Sangria;84.157;2023;Comercializacao
Vinagre balsamico;338.926;2023;Comercializacao
Vinagre duplo;1.769.130;2023;Comercializacao
Vinagre simples;5.047.280;2023;Comercializacao
Vinho acetificado;194.020;2023;Comercializacao
Vinho base para espumantes;-;2023;Comercializacao
Vinho composto;981;2023;Comercializacao
Vinho licoroso;421.974;2023;Comercializacao
Vinho leve;132.064;2023;Comercializacao
Vinho gaseificado;410.215;2023;Comercializacao
Total;472.291.085;2023;Comercializacao
