Cultivar;Quantidade (Kg);Year;Category;Subcategory
Gros Manseng;7.410;2015;Processamento;Viniferas
Italia (Pirovano 65) (PE);37.820;2015;Processamento;Viniferas
Maccabeo;17.670;2015;Processamento;Viniferas
Malvasia;-;2015;Processamento;Viniferas
Malvasia Amarela;119.930;2015;Processamento;Viniferas
Malvasia Bianca;602.081;2015;Processamento;Viniferas
Malvasia Chianti;-;2015;Processamento;Viniferas
Malvasia Verde;5.108;2015;Processamento;Viniferas
Malvasia di Candia;2.512.864;2015;Processamento;Viniferas
Malvasia Istriana;-;2015;Processamento;Viniferas
Mistura de uvas viníferas branco;-;2015;Processamento;Viniferas
Mistura de uvas viníferas rosado;-;2015;Processamento;Viniferas
Moscato Branco;12.788.740;2015;Processamento;Viniferas
Moscato Canelli;72.462;2015;Processamento;Viniferas
Moscato Giallo;1.785.956;2015;Processamento;Viniferas
Moscato Nazareno;886.075;2015;Processamento;Viniferas
Moscato Bianco R2;863.910;2015;Processamento;Viniferas
Moscato de Alexandria;192.945;2015;Processamento;Viniferas
Moscato Rosado;-;2015;Processamento;Viniferas
Muscat à Petits Grains;-;2015;Processamento;Viniferas
Muller Thurgau;-;2015;Processamento;Viniferas
Muscadelle;-;2015;Processamento;Viniferas
Ora;-;2015;Processamento;Viniferas
Palomino;-;2015;Processamento;Viniferas
Petit Manseng;-;2015;Processamento;Viniferas
Peverella;40.719;2015;Processamento;Viniferas
Pinot Blanc;7.218;2015;Processamento;Viniferas
Pinot Gris;118.118;2015;Processamento;Viniferas
Prosecco;3.319.779;2015;Processamento;Viniferas
Red Veltliner;-;2015;Processamento;Viniferas
Riesling Italico;3.468.606;2015;Processamento;Viniferas
Riesling Renano;153.605;2015;Processamento;Viniferas
Sauvignon Blanc(2);614.222;2015;Processamento;Viniferas
Sauvignon Gris;1.504;2015;Processamento;Viniferas
Seara Nova;-;2015;Processamento;Viniferas
Semillon;177.672;2015;Processamento;Viniferas
Schonburger;-;2015;Processamento;Viniferas
Sylvaner;-;2015;Processamento;Viniferas
Tocai Friulano;-;2015;Processamento;Viniferas
Trebbiano;3.830.336;2015;Processamento;Viniferas
Trebbiano Toscano;-;2015;Processamento;Viniferas
Verdea;-;2015;Processamento;Viniferas
Verdelho;-;2015;Processamento;Viniferas
Verdiso;-;2015;Processamento;Viniferas
Vermentino;790;2015;Processamento;Viniferas
Vernaccia;4.760;2015;Processamento;Viniferas
Viogner;-;2015;Processamento;Viniferas
Viognier;285.217;2015;Processamento;Viniferas
Outras(3);-;2015;Processamento;Viniferas
Total;70.066.204;2015;Processamento;Viniferas
TINTAS;537.592.720;2015;Processamento;Americanas_e_hibridas
Bacarina;-;2015;Processamento;Americanas_e_hibridas
Bailey;963.159;2015;Processamento;Americanas_e_hibridas
Bordo;137.467.196;2015;Processamento;Americanas_e_hibridas
Bourdin (S);-;2015;Processamento;Americanas_e_hibridas
BRS Carmen;2.891.792;2015;Processamento;Americanas_e_hibridas
BRS Cora;5.733.518;2015;Processamento;Americanas_e_hibridas
BRS Magna;28.560;2015;Processamento;Americanas_e_hibridas
BRS Margot;15.052;2015;Processamento;Americanas_e_hibridas
BRS Morena;-;2015;Processamento;Americanas_e_hibridas
BRS Núbia;-;2015;Processamento;Americanas_e_hibridas
BRS Rúbea;2.034.788;2015;Processamento;Americanas_e_hibridas
BRS Violeta;8.295.873;2015;Processamento;Americanas_e_hibridas
BRS Vitória;-;2015;Processamento;Americanas_e_hibridas
Champagnon (Champanheta);-;2015;Processamento;Americanas_e_hibridas
Coleções;44.847;2015;Processamento;Americanas_e_hibridas
Concord;39.180.980;2015;Processamento;Americanas_e_hibridas
Concord clone 30;4.293.636;2015;Processamento;Americanas_e_hibridas
Couderc;27.693.447;2015;Processamento;Americanas_e_hibridas
Cynthiana(1);1.596.711;2015;Processamento;Americanas_e_hibridas
Herbemont;3.282.683;2015;Processamento;Americanas_e_hibridas
IAC 138022;-;2015;Processamento;Americanas_e_hibridas
Isabel;256.440.505;2015;Processamento;Americanas_e_hibridas
Isabel Precoce;15.254.220;2015;Processamento;Americanas_e_hibridas
Jacquez;24.330.422;2015;Processamento;Americanas_e_hibridas
Kyoko;-;2015;Processamento;Americanas_e_hibridas
Landot;-;2015;Processamento;Americanas_e_hibridas
Mistura de uvas americanas tinto;-;2015;Processamento;Americanas_e_hibridas
Oberlin;-;2015;Processamento;Americanas_e_hibridas
Othello;-;2015;Processamento;Americanas_e_hibridas
Paco;-;2015;Processamento;Americanas_e_hibridas
Patricia;2.890;2015;Processamento;Americanas_e_hibridas
Seibel;6.075.113;2015;Processamento;Americanas_e_hibridas
Seibel 2 (seibeleto);732.685;2015;Processamento;Americanas_e_hibridas
Seyve Willard (Tinta);1.166.954;2015;Processamento;Americanas_e_hibridas
Vênus;67.689;2015;Processamento;Americanas_e_hibridas
BRANCAS E ROSADAS;95.439.129;2015;Processamento;Americanas_e_hibridas
Baco;-;2015;Processamento;Americanas_e_hibridas
Bokay;84.430;2015;Processamento;Americanas_e_hibridas
BRS Bibiana;-;2015;Processamento;Americanas_e_hibridas
BRS Clara;-;2015;Processamento;Americanas_e_hibridas
BRS Lorena;9.168.814;2015;Processamento;Americanas_e_hibridas
Couderc 13;7.605.648;2015;Processamento;Americanas_e_hibridas
Delaware;-;2015;Processamento;Americanas_e_hibridas
Dona Zillá;34.170;2015;Processamento;Americanas_e_hibridas
Dut Chess;-;2015;Processamento;Americanas_e_hibridas
Goethe;481.443;2015;Processamento;Americanas_e_hibridas
IAC;-;2015;Processamento;Americanas_e_hibridas
Juliana;-;2015;Processamento;Americanas_e_hibridas
Martha;12.334;2015;Processamento;Americanas_e_hibridas
Mistura de uvas americanas;-;2015;Processamento;Americanas_e_hibridas
Moscato Embrapa;11.248.259;2015;Processamento;Americanas_e_hibridas
Niagara;-;2015;Processamento;Americanas_e_hibridas
Niagara Branca;50.329.681;2015;Processamento;Americanas_e_hibridas
Niagara Rosada;15.706.093;2015;Processamento;Americanas_e_hibridas
Poloske;-;2015;Processamento;Americanas_e_hibridas
Seleções;1.500;2015;Processamento;Americanas_e_hibridas
Seyve Villard;657.086;2015;Processamento;Americanas_e_hibridas
Seyve Villard 5276;91.960;2015;Processamento;Americanas_e_hibridas
Seyve Villard 12375;-;2015;Processamento;Americanas_e_hibridas
Tardia de Caxias;17.711;2015;Processamento;Americanas_e_hibridas
Outras(2);-;2015;Processamento;Americanas_e_hibridas
Total;633.031.849;2015;Processamento;Americanas_e_hibridas
TINTAS;108.797;2015;Processamento;Uvas_de_mesa
Alphonse Lavallee;-;2015;Processamento;Uvas_de_mesa
Moscato de Hamburgo;108.797;2015;Processamento;Uvas_de_mesa
BRANCAS;64.540;2015;Processamento;Uvas_de_mesa
Cardinal;-;2015;Processamento;Uvas_de_mesa
Golden Queen;-;2015;Processamento;Uvas_de_mesa
Patrícia;-;2015;Processamento;Uvas_de_mesa
Perlona;3.280;2015;Processamento;Uvas_de_mesa
Italia;-;2015;Processamento;Uvas_de_mesa
Rubi (Itália, Itália Ro);61.260;2015;Processamento;Uvas_de_mesa
Total;173.337;2015;Processamento;Uvas_de_mesa
;-;2015;Processamento;Sem_classificacao
;0;2015;Processamento;Sem_classificacao
TINTAS;13.370.866;2016;Processamento;Viniferas
Alicante Bouschet;908.841;2016;Processamento;Viniferas
Ancelota;179.028;2016;Processamento;Viniferas
Aramon;-;2016;Processamento;Viniferas
Alfrocheiro;-;2016;Processamento;Viniferas
Arinarnoa;17.691;2016;Processamento;Viniferas
Aspirant Bouschet;12.901;2016;Processamento;Viniferas
Barbera;14.738;2016;Processamento;Viniferas
Bonarda;-;2016;Processamento;Viniferas
Cabernet Franc;820.996;2016;Processamento;Viniferas
Cabernet Sauvignon;3.877.852;2016;Processamento;Viniferas
Caladoc;2.180;2016;Processamento;Viniferas
Campanario;-;2016;Processamento;Viniferas
Canaiolo;-;2016;Processamento;Viniferas
Carignan;-;2016;Processamento;Viniferas
Carmenere;87.402;2016;Processamento;Viniferas
Castelão;-;2016;Processamento;Viniferas
Corvina;419;2016;Processamento;Viniferas
Croatina;-;2016;Processamento;Viniferas
Cinsaut;-;2016;Processamento;Viniferas
Dom Felder;-;2016;Processamento;Viniferas
Dolcetto;-;2016;Processamento;Viniferas
Durif;-;2016;Processamento;Viniferas
Egiodola;519.874;2016;Processamento;Viniferas
Ekigaina;-;2016;Processamento;Viniferas
Festival (Sugraone);-;2016;Processamento;Viniferas
Franconia;-;2016;Processamento;Viniferas
Freisa;-;2016;Processamento;Viniferas
Gamay St Romain;-;2016;Processamento;Viniferas
Gamay Beaujolais;45.952;2016;Processamento;Viniferas
Grand Noir;-;2016;Processamento;Viniferas
Grenache;-;2016;Processamento;Viniferas
Jaen;-;2016;Processamento;Viniferas
Lagrein;-;2016;Processamento;Viniferas
Lambrusco;19.784;2016;Processamento;Viniferas
Malbec;267.885;2016;Processamento;Viniferas
Marzemina;-;2016;Processamento;Viniferas
Merlot;3.286.035;2016;Processamento;Viniferas
Marselan;205.095;2016;Processamento;Viniferas
Mistura de uvas viníferas tinto;-;2016;Processamento;Viniferas
Molinera;324;2016;Processamento;Viniferas
Montepulciano;13.330;2016;Processamento;Viniferas
Moscato Bailey;-;2016;Processamento;Viniferas
Napa Gamay;-;2016;Processamento;Viniferas
Nebbiolo;3.117;2016;Processamento;Viniferas
Petit Verdot;116.266;2016;Processamento;Viniferas
Petite Sirah;24.564;2016;Processamento;Viniferas
Pinotage;119.773;2016;Processamento;Viniferas
Pinot Noir;1.279.105;2016;Processamento;Viniferas
Pinot Saint George;-;2016;Processamento;Viniferas
Piriquita;-;2016;Processamento;Viniferas
Primitivo;-;2016;Processamento;Viniferas
Rebo;12.470;2016;Processamento;Viniferas
Refosco;3.260;2016;Processamento;Viniferas
Rondinella;333;2016;Processamento;Viniferas
Ruby Cabernet;220.231;2016;Processamento;Viniferas
Sangiovese;26.601;2016;Processamento;Viniferas
Saperavi;-;2016;Processamento;Viniferas
Sira (falsa);-;2016;Processamento;Viniferas
Tannat;985.207;2016;Processamento;Viniferas
Tempranillo;210.551;2016;Processamento;Viniferas
Teroldego;34.019;2016;Processamento;Viniferas
Torrontes;1.490;2016;Processamento;Viniferas
Tinta Barroca;-;2016;Processamento;Viniferas
Tinta Roriz;-;2016;Processamento;Viniferas
Touriga Francesa;-;2016;Processamento;Viniferas
Touriga Nacional;53.552;2016;Processamento;Viniferas
Tinta Madeira;-;2016;Processamento;Viniferas
Tintoria;-;2016;Processamento;Viniferas
Trincdeira;-;2016;Processamento;Viniferas
Trousseau;-;2016;Processamento;Viniferas
Zinfandel;-;2016;Processamento;Viniferas
Outras1;-;2016;Processamento;Viniferas
BRANCAS E ROSADAS;18.769.366;2016;Processamento;Viniferas
Aliatico;-;2016;Processamento;Viniferas
Aligote;-;2016;Processamento;Viniferas
Altesse;-;2016;Processamento;Viniferas
Alvarinho;16.369;2016;Processamento;Viniferas
Arriloba;17.070;2016;Processamento;Viniferas
Auxerrois;-;2016;Processamento;Viniferas
Burger;-;2016;Processamento;Viniferas
Chardonnay;3.070.142;2016;Processamento;Viniferas
Chasselas;-;2016;Processamento;Viniferas
Chenin Blanc;60.580;2016;Processamento;Viniferas
Clairette(1);-;2016;Processamento;Viniferas
Colombard;201.659;2016;Processamento;Viniferas
Flora;1.050;2016;Processamento;Viniferas
Garganega;-;2016;Processamento;Viniferas
Gewurztraminer;85.385;2016;Processamento;Viniferas
Gouveio;-;2016;Processamento;Viniferas
Gros Manseng;-;2016;Processamento;Viniferas
Italia (Pirovano 65) (PE);-;2016;Processamento;Viniferas
Maccabeo;-;2016;Processamento;Viniferas
Malvasia;-;2016;Processamento;Viniferas
Malvasia Amarela;10.100;2016;Processamento;Viniferas
Malvasia Bianca;217.177;2016;Processamento;Viniferas
Malvasia Chianti;1.314;2016;Processamento;Viniferas
Malvasia Verde;2.460;2016;Processamento;Viniferas
Malvasia di Candia;1.268.750;2016;Processamento;Viniferas
Malvasia Istriana;-;2016;Processamento;Viniferas
Mistura de uvas viníferas branco;-;2016;Processamento;Viniferas
Mistura de uvas viníferas rosado;-;2016;Processamento;Viniferas
Moscato Branco;6.068.181;2016;Processamento;Viniferas
Moscato Canelli;30.378;2016;Processamento;Viniferas
Moscato Giallo;813.952;2016;Processamento;Viniferas
Moscato Nazareno;361.638;2016;Processamento;Viniferas
Moscato Bianco R2;257.647;2016;Processamento;Viniferas
Moscato de Alexandria;53.037;2016;Processamento;Viniferas
Moscato Rosado;-;2016;Processamento;Viniferas
Muscat à Petits Grains;-;2016;Processamento;Viniferas
Muller Thurgau;-;2016;Processamento;Viniferas
Muscadelle;-;2016;Processamento;Viniferas
Ora;-;2016;Processamento;Viniferas
Palomino;-;2016;Processamento;Viniferas
Petit Manseng;-;2016;Processamento;Viniferas
Peverella;5.557;2016;Processamento;Viniferas
Pinot Blanc;-;2016;Processamento;Viniferas
Pinot Gris;67.394;2016;Processamento;Viniferas
Prosecco;1.873.735;2016;Processamento;Viniferas
Red Veltliner;-;2016;Processamento;Viniferas
Riesling Italico;1.697.248;2016;Processamento;Viniferas
Riesling Renano;53.550;2016;Processamento;Viniferas
Sauvignon Blanc(2);295.942;2016;Processamento;Viniferas
Sauvignon Gris;-;2016;Processamento;Viniferas
Seara Nova;-;2016;Processamento;Viniferas
Semillon;57.635;2016;Processamento;Viniferas
Schonburger;-;2016;Processamento;Viniferas
Sylvaner;-;2016;Processamento;Viniferas
Tocai Friulano;-;2016;Processamento;Viniferas
Trebbiano;2.083.491;2016;Processamento;Viniferas
Trebbiano Toscano;2.694;2016;Processamento;Viniferas
Verdea;-;2016;Processamento;Viniferas
Verdelho;-;2016;Processamento;Viniferas
Verdiso;-;2016;Processamento;Viniferas
Vermentino;-;2016;Processamento;Viniferas
Vernaccia;-;2016;Processamento;Viniferas
Viogner;-;2016;Processamento;Viniferas
Viognier;95.231;2016;Processamento;Viniferas
Outras(3);-;2016;Processamento;Viniferas
Total;32.140.232;2016;Processamento;Viniferas
TINTAS;235.356.261;2016;Processamento;Americanas_e_hibridas
Bacarina;-;2016;Processamento;Americanas_e_hibridas
Bailey;442.784;2016;Processamento;Americanas_e_hibridas
Bordo;60.976.531;2016;Processamento;Americanas_e_hibridas
Bourdin (S);-;2016;Processamento;Americanas_e_hibridas
BRS Carmen;2.964.574;2016;Processamento;Americanas_e_hibridas
BRS Cora;5.155.752;2016;Processamento;Americanas_e_hibridas
BRS Magna;275.616;2016;Processamento;Americanas_e_hibridas
BRS Margot;14.835;2016;Processamento;Americanas_e_hibridas
BRS Morena;-;2016;Processamento;Americanas_e_hibridas
BRS Núbia;-;2016;Processamento;Americanas_e_hibridas
BRS Rúbea;1.637.818;2016;Processamento;Americanas_e_hibridas
BRS Violeta;5.749.538;2016;Processamento;Americanas_e_hibridas
BRS Vitória;-;2016;Processamento;Americanas_e_hibridas
Champagnon (Champanheta);-;2016;Processamento;Americanas_e_hibridas
Coleções;-;2016;Processamento;Americanas_e_hibridas
Concord;15.254.862;2016;Processamento;Americanas_e_hibridas
Concord clone 30;1.770.853;2016;Processamento;Americanas_e_hibridas
Couderc;17.522.126;2016;Processamento;Americanas_e_hibridas
Cynthiana(1);694.778;2016;Processamento;Americanas_e_hibridas
Herbemont;1.013.198;2016;Processamento;Americanas_e_hibridas
IAC 138022;-;2016;Processamento;Americanas_e_hibridas
Isabel;98.302.381;2016;Processamento;Americanas_e_hibridas
Isabel Precoce;7.167.904;2016;Processamento;Americanas_e_hibridas
Jacquez;11.518.368;2016;Processamento;Americanas_e_hibridas
Kyoko;-;2016;Processamento;Americanas_e_hibridas
Landot;-;2016;Processamento;Americanas_e_hibridas
Mistura de uvas americanas tinto;-;2016;Processamento;Americanas_e_hibridas
Oberlin;-;2016;Processamento;Americanas_e_hibridas
Othello;-;2016;Processamento;Americanas_e_hibridas
Paco;-;2016;Processamento;Americanas_e_hibridas
Patricia;-;2016;Processamento;Americanas_e_hibridas
Seibel;2.933.430;2016;Processamento;Americanas_e_hibridas
Seibel 2 (seibeleto);1.387.425;2016;Processamento;Americanas_e_hibridas
Seyve Willard (Tinta);571.180;2016;Processamento;Americanas_e_hibridas
Vênus;2.308;2016;Processamento;Americanas_e_hibridas
BRANCAS E ROSADAS;32.747.787;2016;Processamento;Americanas_e_hibridas
Baco;-;2016;Processamento;Americanas_e_hibridas
Bokay;37.890;2016;Processamento;Americanas_e_hibridas
BRS Bibiana;-;2016;Processamento;Americanas_e_hibridas
BRS Clara;390;2016;Processamento;Americanas_e_hibridas
BRS Lorena;4.520.872;2016;Processamento;Americanas_e_hibridas
Couderc 13;4.286.807;2016;Processamento;Americanas_e_hibridas
Delaware;-;2016;Processamento;Americanas_e_hibridas
Dona Zillá;7.890;2016;Processamento;Americanas_e_hibridas
Dut Chess;-;2016;Processamento;Americanas_e_hibridas
Goethe;179.216;2016;Processamento;Americanas_e_hibridas
IAC;-;2016;Processamento;Americanas_e_hibridas
Juliana;-;2016;Processamento;Americanas_e_hibridas
Martha;-;2016;Processamento;Americanas_e_hibridas
Mistura de uvas americanas;-;2016;Processamento;Americanas_e_hibridas
Moscato Embrapa;6.173.966;2016;Processamento;Americanas_e_hibridas
Niagara;-;2016;Processamento;Americanas_e_hibridas
Niagara Branca;12.925.747;2016;Processamento;Americanas_e_hibridas
Niagara Rosada;4.236.495;2016;Processamento;Americanas_e_hibridas
Poloske;2.250;2016;Processamento;Americanas_e_hibridas
Seleções;-;2016;Processamento;Americanas_e_hibridas
Seyve Villard;312.824;2016;Processamento;Americanas_e_hibridas
Seyve Villard 5276;60.000;2016;Processamento;Americanas_e_hibridas
Seyve Villard 12375;-;2016;Processamento;Americanas_e_hibridas
Tardia de Caxias;3.440;2016;Processamento;Americanas_e_hibridas
Outras(2);-;2016;Processamento;Americanas_e_hibridas
Total;268.104.048;2016;Processamento;Americanas_e_hibridas
TINTAS;51.310;2016;Processamento;Uvas_de_mesa
Alphonse Lavallee;-;2016;Processamento;Uvas_de_mesa
Moscato de Hamburgo;51.310;2016;Processamento;Uvas_de_mesa
BRANCAS;3.260;2016;Processamento;Uvas_de_mesa
Cardinal;-;2016;Processamento;Uvas_de_mesa
Golden Queen;-;2016;Processamento;Uvas_de_mesa
Patrícia;-;2016;Processamento;Uvas_de_mesa
Perlona;290;2016;Processamento;Uvas_de_mesa
Italia;-;2016;Processamento;Uvas_de_mesa
Rubi (Itália, Itália Ro);2.970;2016;Processamento;Uvas_de_mesa
Total;54.570;2016;Processamento;Uvas_de_mesa
;-;2016;Processamento;Sem_classificacao
;0;2016;Processamento;Sem_classificacao
TINTAS;32.850.915;2017;Processamento;Viniferas
Alicante Bouschet;2.040.198;2017;Processamento;Viniferas
Ancelota;733.907;2017;Processamento;Viniferas
Aramon;-;2017;Processamento;Viniferas
Alfrocheiro;-;2017;Processamento;Viniferas
Arinarnoa;69.757;2017;Processamento;Viniferas
Aspirant Bouschet;18.086;2017;Processamento;Viniferas
Barbera;24.218;2017;Processamento;Viniferas
Bonarda;-;2017;Processamento;Viniferas
Cabernet Franc;2.116.893;2017;Processamento;Viniferas
Cabernet Sauvignon;7.242.258;2017;Processamento;Viniferas
Caladoc;8.500;2017;Processamento;Viniferas
Campanario;-;2017;Processamento;Viniferas
Canaiolo;-;2017;Processamento;Viniferas
Carignan;-;2017;Processamento;Viniferas
Carmenere;69.275;2017;Processamento;Viniferas
Castelão;-;2017;Processamento;Viniferas
Corvina;1.890;2017;Processamento;Viniferas
Croatina;-;2017;Processamento;Viniferas
Cinsaut;3.430;2017;Processamento;Viniferas
Dom Felder;-;2017;Processamento;Viniferas
Dolcetto;-;2017;Processamento;Viniferas
Durif;-;2017;Processamento;Viniferas
Egiodola;1.567.341;2017;Processamento;Viniferas
Ekigaina;1.340;2017;Processamento;Viniferas
Festival (Sugraone);-;2017;Processamento;Viniferas
Franconia;-;2017;Processamento;Viniferas
Freisa;22.610;2017;Processamento;Viniferas
Gamay St Romain;12.835;2017;Processamento;Viniferas
Gamay Beaujolais;150.331;2017;Processamento;Viniferas
Grand Noir;-;2017;Processamento;Viniferas
Grenache;-;2017;Processamento;Viniferas
Jaen;-;2017;Processamento;Viniferas
Lagrein;1.430;2017;Processamento;Viniferas
Lambrusco;61.779;2017;Processamento;Viniferas
Malbec;740.327;2017;Processamento;Viniferas
Marzemina;-;2017;Processamento;Viniferas
Merlot;8.309.646;2017;Processamento;Viniferas
Marselan;385.945;2017;Processamento;Viniferas
Mistura de uvas viníferas tinto;-;2017;Processamento;Viniferas
Molinera;1.480;2017;Processamento;Viniferas
Montepulciano;28.008;2017;Processamento;Viniferas
Moscato Bailey;-;2017;Processamento;Viniferas
Napa Gamay;-;2017;Processamento;Viniferas
Nebbiolo;5.494;2017;Processamento;Viniferas
Petit Verdot;230.640;2017;Processamento;Viniferas
Petite Sirah;92.818;2017;Processamento;Viniferas
Pinotage;474.105;2017;Processamento;Viniferas
Pinot Noir;3.676.000;2017;Processamento;Viniferas
Pinot Saint George;-;2017;Processamento;Viniferas
Piriquita;-;2017;Processamento;Viniferas
Primitivo;-;2017;Processamento;Viniferas
Rebo;44.440;2017;Processamento;Viniferas
Refosco;5.240;2017;Processamento;Viniferas
Rondinella;1.899;2017;Processamento;Viniferas
Ruby Cabernet;382.994;2017;Processamento;Viniferas
Sangiovese;89.404;2017;Processamento;Viniferas
Saperavi;-;2017;Processamento;Viniferas
Sira (falsa);-;2017;Processamento;Viniferas
Tannat;3.668.851;2017;Processamento;Viniferas
Tempranillo;357.637;2017;Processamento;Viniferas
Teroldego;87.034;2017;Processamento;Viniferas
Torrontes;14.630;2017;Processamento;Viniferas
Tinta Barroca;-;2017;Processamento;Viniferas
Tinta Roriz;-;2017;Processamento;Viniferas
Touriga Francesa;-;2017;Processamento;Viniferas
Touriga Nacional;108.245;2017;Processamento;Viniferas
Tinta Madeira;-;2017;Processamento;Viniferas
Tintoria;-;2017;Processamento;Viniferas
Trincdeira;-;2017;Processamento;Viniferas
Trousseau;-;2017;Processamento;Viniferas
Zinfandel;-;2017;Processamento;Viniferas
Outras1;-;2017;Processamento;Viniferas
BRANCAS E ROSADAS;44.058.213;2017;Processamento;Viniferas
Aliatico;-;2017;Processamento;Viniferas
Aligote;-;2017;Processamento;Viniferas
Altesse;-;2017;Processamento;Viniferas
Alvarinho;41.225;2017;Processamento;Viniferas
Arriloba;5.280;2017;Processamento;Viniferas
Auxerrois;-;2017;Processamento;Viniferas
Burger;-;2017;Processamento;Viniferas
Chardonnay;7.856.910;2017;Processamento;Viniferas
Chasselas;-;2017;Processamento;Viniferas
Chenin Blanc;266.524;2017;Processamento;Viniferas
Clairette(1);-;2017;Processamento;Viniferas
Colombard;535.573;2017;Processamento;Viniferas
Flora;5.810;2017;Processamento;Viniferas
Garganega;-;2017;Processamento;Viniferas
Gewurztraminer;223.350;2017;Processamento;Viniferas
Gouveio;-;2017;Processamento;Viniferas
Gros Manseng;5.680;2017;Processamento;Viniferas
Italia (Pirovano 65) (PE);180;2017;Processamento;Viniferas
Maccabeo;-;2017;Processamento;Viniferas
Malvasia;-;2017;Processamento;Viniferas
Malvasia Amarela;44.445;2017;Processamento;Viniferas
Malvasia Bianca;629.101;2017;Processamento;Viniferas
Malvasia Chianti;-;2017;Processamento;Viniferas
Malvasia Verde;10.457;2017;Processamento;Viniferas
Malvasia di Candia;2.785.543;2017;Processamento;Viniferas
Malvasia Istriana;-;2017;Processamento;Viniferas
Mistura de uvas viníferas branco;-;2017;Processamento;Viniferas
Mistura de uvas viníferas rosado;-;2017;Processamento;Viniferas
Moscato Branco;14.475.142;2017;Processamento;Viniferas
Moscato Canelli;57.083;2017;Processamento;Viniferas
Moscato Giallo;2.091.933;2017;Processamento;Viniferas
Moscato Nazareno;890.655;2017;Processamento;Viniferas
Moscato Bianco R2;868.260;2017;Processamento;Viniferas
Moscato de Alexandria;115.910;2017;Processamento;Viniferas
Moscato Rosado;-;2017;Processamento;Viniferas
Muscat à Petits Grains;-;2017;Processamento;Viniferas
Muller Thurgau;-;2017;Processamento;Viniferas
Muscadelle;-;2017;Processamento;Viniferas
Ora;-;2017;Processamento;Viniferas
Palomino;-;2017;Processamento;Viniferas
Petit Manseng;-;2017;Processamento;Viniferas
Peverella;16.350;2017;Processamento;Viniferas
Pinot Blanc;-;2017;Processamento;Viniferas
Pinot Gris;165.697;2017;Processamento;Viniferas
Prosecco;3.342.655;2017;Processamento;Viniferas
Red Veltliner;-;2017;Processamento;Viniferas
Riesling Italico;4.283.929;2017;Processamento;Viniferas
Riesling Renano;105.100;2017;Processamento;Viniferas
Sauvignon Blanc(2);677.028;2017;Processamento;Viniferas
Sauvignon Gris;-;2017;Processamento;Viniferas
Seara Nova;-;2017;Processamento;Viniferas
Semillon;188.211;2017;Processamento;Viniferas
Schonburger;7.454;2017;Processamento;Viniferas
Sylvaner;-;2017;Processamento;Viniferas
Tocai Friulano;-;2017;Processamento;Viniferas
Trebbiano;3.892.478;2017;Processamento;Viniferas
Trebbiano Toscano;100.047;2017;Processamento;Viniferas
Verdea;-;2017;Processamento;Viniferas
Verdelho;-;2017;Processamento;Viniferas
Verdiso;-;2017;Processamento;Viniferas
Vermentino;-;2017;Processamento;Viniferas
Vernaccia;5.100;2017;Processamento;Viniferas
Viogner;-;2017;Processamento;Viniferas
Viognier;365.103;2017;Processamento;Viniferas
Outras(3);-;2017;Processamento;Viniferas
Total;76.909.128;2017;Processamento;Viniferas
TINTAS;600.605.876;2017;Processamento;Americanas_e_hibridas
Bacarina;-;2017;Processamento;Americanas_e_hibridas
Bailey;1.370.092;2017;Processamento;Americanas_e_hibridas
Bordo;160.146.475;2017;Processamento;Americanas_e_hibridas
Bourdin (S);-;2017;Processamento;Americanas_e_hibridas
BRS Carmen;6.771.269;2017;Processamento;Americanas_e_hibridas
BRS Cora;10.085.982;2017;Processamento;Americanas_e_hibridas
BRS Magna;1.605.458;2017;Processamento;Americanas_e_hibridas
BRS Margot;42.600;2017;Processamento;Americanas_e_hibridas
BRS Morena;-;2017;Processamento;Americanas_e_hibridas
BRS Núbia;-;2017;Processamento;Americanas_e_hibridas
BRS Rúbea;2.529.215;2017;Processamento;Americanas_e_hibridas
BRS Violeta;14.432.937;2017;Processamento;Americanas_e_hibridas
BRS Vitória;-;2017;Processamento;Americanas_e_hibridas
Champagnon (Champanheta);4.640;2017;Processamento;Americanas_e_hibridas
Coleções;4.324;2017;Processamento;Americanas_e_hibridas
Concord;36.172.976;2017;Processamento;Americanas_e_hibridas
Concord clone 30;4.676.208;2017;Processamento;Americanas_e_hibridas
Couderc;31.791.586;2017;Processamento;Americanas_e_hibridas
Cynthiana(1);2.083.008;2017;Processamento;Americanas_e_hibridas
Herbemont;3.642.399;2017;Processamento;Americanas_e_hibridas
IAC 138022;-;2017;Processamento;Americanas_e_hibridas
Isabel;262.423.174;2017;Processamento;Americanas_e_hibridas
Isabel Precoce;20.028.520;2017;Processamento;Americanas_e_hibridas
Jacquez;31.404.577;2017;Processamento;Americanas_e_hibridas
Kyoko;-;2017;Processamento;Americanas_e_hibridas
Landot;-;2017;Processamento;Americanas_e_hibridas
Mistura de uvas americanas tinto;-;2017;Processamento;Americanas_e_hibridas
Oberlin;-;2017;Processamento;Americanas_e_hibridas
Othello;-;2017;Processamento;Americanas_e_hibridas
Paco;-;2017;Processamento;Americanas_e_hibridas
Patricia;1.300;2017;Processamento;Americanas_e_hibridas
Seibel;7.812.493;2017;Processamento;Americanas_e_hibridas
Seibel 2 (seibeleto);2.476.079;2017;Processamento;Americanas_e_hibridas
Seyve Willard (Tinta);1.098.564;2017;Processamento;Americanas_e_hibridas
Vênus;2.000;2017;Processamento;Americanas_e_hibridas
